id,title,description,link,image_link,additional_image_link,price,sale_price,availability,brand,condition,product_type,google_product_category,gtin,mpn,item_group_id,color,size,age_group,gender,material,pattern,shipping_weight
"70001","SMA Female to CRC9 / TS9 Double RF Coaxial Connector RG316 Adapter","1. It can be used for many projects involving CRC9 / TS9 connector. 2. Function: Conversion and prolonging 3. Connector A: SMA female (Plug) 4. Connector...","https://luxtronics.in/product/security-sma-female-to-crc9-ts9-70001","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0062.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0062_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0062_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0062_3.jpg","392.00 INR","","in stock","Luxtronics","new","Security","Electronics > Electronics Accessories","","SPC0062","70001","","","adult","unisex","","","0.048"
"70020","10 Sets UHF Female Jack Crimped RF Connector Coaxial Adapter for 5mm","1. Cable type: 5mm RG58 RG142 / 3D-FB 2. Impedance: 50 ohms 3. Connector body style: straight 4. Material: brass, nickel plated 5. Insulation: PTFE...","https://luxtronics.in/product/security-10-sets-uhf-female-jack-70020","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0065.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0065_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0065_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0065_3.jpg","2492.00 INR","","in stock","Luxtronics","new","Security","Electronics > Electronics Accessories","","SPC0065","70020","","","adult","unisex","","","0.199"
"70027","1 Set N Type Plug RF Connector Coaxial Adapter Converter for LMR400 RG8","1. Impedance: 50 ohms 2. Connector body style: straight 3. Material: brass, nickel plated 4. Insulation: PTFE insulation 5. Suitable for any project that...","https://luxtronics.in/product/security-type-plug-rf-connector-coaxial-70027","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0066.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0066_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0066_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0066_3.jpg","385.00 INR","","in stock","Luxtronics","new","Security","Electronics > Electronics Accessories","","SPC0066","70027","","","adult","unisex","","","0.034"
"70031","RG316 TS9 Female to SMA Male Connector Cable Extension, Length: 15cm","1. Material: copper 2. Cable model: RG316 3. Cable type: SMA-TS9 cable assembly 4. Applications: wireless LAN devices, Wi-Fi radios, external antenna...","https://luxtronics.in/product/security-rg316-ts9-female-to-sma-70031","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0067.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0067_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0067_2.jpg","515.00 INR","","in stock","Luxtronics","new","Security","Electronics > Electronics Accessories","","SPC0067","70031","","","adult","unisex","","","0.039"
"65452","Anpwoo Guardian 2.0MP 1080P 1/3 inch CMOS HD WiFi IP Camera, Support","1. Support motion detection. 2. Support up to 64GB micro SD card (not included). 3. Support email alarm and APP push. 4. Support 4 online visitors... Explore","https://luxtronics.in/product/security-anpwoo-guardian-0mp-1080p-cmos-65452","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC0103W.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC0103W_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC0103W_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC0103W_3.jpg","9282.00 INR","","in stock","Luxtronics","new","Security","Cameras & Optics > Cameras","","NC0103","65452","White","","adult","unisex","","",""
"65472","AL-63 2.0 Million Pixels 1080P HD WiFi IP Camera, Support Night Vision","1. 2 million pixels, resolution 1080P 2. PTZ rotation, flexible monitoring, vertical 90 degrees, horizontal 355 degrees 3. Built-in fidelity pickup,...","https://luxtronics.in/product/security-al-63-million-pixels-1080p-65472","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC1512AU.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC1512_B1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC1512_B2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC1512_B3.jpg","9174.00 INR","","in stock","Luxtronics","new","Security","Cameras & Optics > Cameras","","NC1512","65472","","","adult","unisex","","",""
"65505","Universal Signal Blocker Oxford Cloth Shield Case Pouch Bag For Mobile","1.Made of high quality oxford cloth ,durable and functional. 2.Singal blocker ,keep security of your personal information . 3.Multi-functional pouch bag...","https://luxtronics.in/product/security-universal-signal-blocker-oxford-cloth-65505","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IPXG8980B.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IPXG8980B_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IPXG8980B_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/IPXG8980B_3.jpg","781.00 INR","","in stock","Luxtronics","new","Security","Electronics > Communications > Telephony > Mobile Phones","","IPXG8980","65505","Black","","adult","unisex","","",""
"69734","380-2500MHz N Female Adapter 2-Way Power Splitter","1. Standing wave good performance, easy installation, for cellular mobile communications and spread spectrum communications in indoor distribution system....","https://luxtronics.in/product/security-380-2500mhz-female-adapter-way-69734","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPB0039.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPB0039_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPB0039_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPB0039_3.jpg","3472.00 INR","","in stock","Luxtronics","new","Security","Electronics > Electronics Accessories","","SPB0039","69734","","","adult","unisex","","","0.158"
"69740","800-2500MHz N Female Adapter 3-Way Power Splitter","1. Standing wave good performance, easy installation, for cellular mobile communications and spread spectrum communications in indoor distribution system....","https://luxtronics.in/product/security-800-2500mhz-female-adapter-way-69740","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPB0040.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPB0040_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPB0040_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPB0040_3.jpg","4722.00 INR","","in stock","Luxtronics","new","Security","Electronics > Electronics Accessories","","SPB0040","69740","","","adult","unisex","","","0.292"
"69787","4CH IP Camera POE Extender 1 into 4 Output","1. 100% brand new and high quality 2. Support 10/100M Ethernet 3. Automatically detects and protects POE equipment from being damaged by incorrect... Explore","https://luxtronics.in/product/security-4ch-ip-camera-poe-extender-69787","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0011.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0011_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0011_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0011_3.jpg","9569.00 INR","","in stock","Luxtronics","new","Security","Cameras & Optics > Cameras","","SPC0011","69787","","","adult","unisex","","","0.231"
"69792","IP Camera POE Extender 1 into 1 Output","1. 100% brand new and high quality 2. Support 10/100M Ethernet 3. Automatically detects and protects POE equipment from being damaged by incorrect... Explore","https://luxtronics.in/product/security-ip-camera-poe-extender-into-69792","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0012.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0012_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0012_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0012_3.jpg","3136.00 INR","","in stock","Luxtronics","new","Security","Cameras & Optics > Cameras","","SPC0012","69792","","","adult","unisex","","","0.062"
"69801","ZF902 HD 2.0 inch Display IP56 Waterproof Mini DVR Law Enforcement","1. Portable size and lightweight makes it easy to wear and carry. 2. 2.0 inch HD 16:9 TFT LCD display screen, built-in 130 degree angle camera. 3. With...","https://luxtronics.in/product/security-zf902-hd-display-ip56-waterproof-69801","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0013B.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0013B_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0013B_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0013B_3.jpg","24777.00 INR","","in stock","Luxtronics","new","Security","Electronics > Consumer Electronics","","SPC0013","69801","","","adult","unisex","","",""
"69819","ESCAM PVR204 1080P 4CH+2CH ONVIF NVR Digital Video Recorder with 2CH","1. Support output VGA and HDMI 1080P simultaneously. 2. Support Max.6ch preview, 4ch playback; Add 2ch cloud channel can add ESCAM IP camera with private...","https://luxtronics.in/product/security-escam-pvr204-1080p-4ch-2ch-69819","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0023W.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0023W_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0023W_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0023W_3.jpg","4610.00 INR","","in stock","Luxtronics","new","Security","Electronics > Consumer Electronics","","SPC0023","69819","","","adult","unisex","","",""
"69830","TV-655H5/A AF Auto Focus 4X Zoom 5.0MP AHD/TVI/CVI/CVBS Analog Indoor","1. 1/2.9"" 5.0Megapixel (2560*1920) CMOS. 2. UTC Coaxial control Auto Focus 4*Zoom 2.8-12MM Lens. 3. Wide power supply design, can work in a wide voltage...","https://luxtronics.in/product/security-tv-655h5-af-auto-focus-69830","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0027W.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0027W_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0027W_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0027W_3.jpg","17031.00 INR","","in stock","Luxtronics","new","Security","Electronics > Consumer Electronics","","SPC0027","69830","","","adult","unisex","","",""
"69837","BNC Female to RP SMA Female Adapter Connector","1. Made of good quality metal material, good connectivity 2. Each item has been tested before shipment 3. Simple and professional appearance 4. BNC female...","https://luxtronics.in/product/security-bnc-female-to-rp-69837","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/S-PC-0027.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/S-PC-0027_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/S-PC-0027_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/S-PC-0027_3.jpg","396.00 INR","","in stock","Luxtronics","new","Security","Electronics > Electronics Accessories","","S-PC-0027","69837","","","adult","unisex","","","0.019"
"69849","TV-637H5/IP POE Indoor Surveillance IP Camera, 5.0MP CMOS Sensor","1. Built-in POE power supply module, no external power supply. But you need a POE switch or POE NVR. 2. Advanced H.265/H.264 video compression, Super low...","https://luxtronics.in/product/security-tv-637h5-ip-poe-indoor-69849","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0030W.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0030W_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0030W_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0030W_3.jpg","12002.00 INR","","in stock","Luxtronics","new","Security","Cameras & Optics > Cameras","","SPC0030","69849","","","adult","unisex","","",""
"69864","TV-655H5/IP MF POE Manual Focus 4X Zoom Surveillance IP Camera, 5.0MP","1. Built-in POE power supply module, no external power supply. But you need a POE switch or POE NVR. 2. Advanced H.265/H.264 video compression, Super low...","https://luxtronics.in/product/security-tv-655h5-ip-mf-poe-69864","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0031W.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0031W_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0031W_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0031W_3.jpg","15624.00 INR","","in stock","Luxtronics","new","Security","Cameras & Optics > Cameras","","SPC0031","69864","","","adult","unisex","","",""
"69873","SMA Male To UHF Female RF Coaxial Connector Adapter","1. Brand new and high quality. 2. Simply pull and off it out. 3. SMA male to UHF female connector. 4. Application for antennas, wireless LAN devices,...","https://luxtronics.in/product/security-sma-male-to-uhf-female-69873","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0033.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0033_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0033_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SPC0033_3.jpg","382.00 INR","","in stock","Luxtronics","new","Security","Electronics > Electronics Accessories","","SPC0033","69873","","","adult","unisex","","","0.03"
"65252","QX29 3.0MP HD WiFi IP Camera, Support Night Vision and Motion Detection","1. HD wireless webcam, 2048*1536 resolution 2. Support motion detection, when a moving target appears in the monitoring area, it will automatically push...","https://luxtronics.in/product/security-qx29-0mp-hd-wifi-ip-65252","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC1566AU.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC1566_B1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC1566_B2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC1566_B3.jpg","7931.00 INR","","in stock","Luxtronics","new","Security","Cameras & Optics > Cameras","","NC1566","65252","","","adult","unisex","","",""
"65275","T1-2 2 Megapixel WiFi Version IP67 Waterproof Solar HD Monitor Camera","1. Free wiring, solar charging, 365 days standby. 2. Infrared night vision, automatic fill light at night. 3. 1080P HD picture quality. 4. Waterproof,...","https://luxtronics.in/product/security-t1-megapixel-wifi-version-ip67-65275","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC2662.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC2662_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC2662_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC2662_3.jpg","14952.00 INR","","in stock","Luxtronics","new","Security","Cameras & Optics > Cameras","","NC2662","65275","","","adult","unisex","","","0.521"
"65290","Q8 1080P HD Wireless IP Camera, Support Motion Detection and Infrared","Features 1. Support video and voice recording, built-in high-fidelity pickup, record sound while recording 2. Support motion detection, alarm push 3....","https://luxtronics.in/product/security-q8-1080p-hd-wireless-ip-65290","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC1561AU.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC1561_B1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC1561_B2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC1561_B3.jpg","7798.00 INR","","in stock","Luxtronics","new","Security","Cameras & Optics > Cameras","","NC1561","65290","","","adult","unisex","","",""
"65310","DP14 2.0 Million Pixels 1080P HD Wall Lamp Smart Camera, Support","1. Support intelligent switching of full-color night vision function 2. H.265 video encoding, storage is halved, and clarity is doubled 3. Support... Explore","https://luxtronics.in/product/security-dp14-million-pixels-1080p-hd-65310","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/BM0099AU.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/BM0099_B1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/BM0099_B2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/BM0099_B3.jpg","7469.00 INR","","in stock","Luxtronics","new","Security","Cameras & Optics > Cameras","","BM0099","65310","","","adult","unisex","","",""
"65328","QX37 1080P WiFi High-definition Surveillance Camera Outdoor Dome","1. 1080P HD wireless webcam 2. PTZ rotation, flexible monitoring, vertical 90 degrees, horizontal 180 degrees 3. Built-in fidelity pickup, support two-way...","https://luxtronics.in/product/security-qx37-1080p-wifi-high-definition-65328","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/BM1120AU.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/BM1120_B1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/BM1120_B2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/BM1120_B3.jpg","8225.00 INR","","in stock","Luxtronics","new","Security","Cameras & Optics > Cameras","","BM1120","65328","AU Plug","","adult","unisex","","",""
"65347","533A CE and RoHS Certificated Waterproof 3.6mm 3MP Lens AHD Camera with","1. Wide power supply design, can work in a wide voltage range. 2. Green products, low current, low power consumption, energy saving. 3. Video lighting,...","https://luxtronics.in/product/security-533a-ce-rohs-certificated-waterproof-65347","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/BM0073A.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/BM0073A_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/BM0073A_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/BM0073A_3.jpg","3133.00 INR","","in stock","Luxtronics","new","Security","Cameras & Optics > Cameras","","BM0073","65347","","","adult","unisex","","",""
"65358","Mini NVR Full HD 8-Channel CCTV Security NVR 1080P ONVIF Network Video","Network Interface:RJ45 10/100M Video Input Interface:RJ45 Wireless Security:WEP Network Protocol:SMTP,PPPoE,HTTP,FTP,DHCP Supported Operating... Explore more","https://luxtronics.in/product/security-mini-nvr-full-hd-channel-65358","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0514542.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0514542_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0514542_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0514542_3.jpg","9034.00 INR","","in stock","Luxtronics","new","Security","Cameras & Optics > Cameras","","TBD0514542","65358","","","adult","unisex","","","1.204"
"65371","QX33 1080P Panoramic PTZ 360 Degree Rotating WIFI Camera, Support Day","Features: 1. Support 1920x1080P resolution, watch high-definition picture 2. Equipped with dual-filter Ir-cut, automatically switch night vision at night,...","https://luxtronics.in/product/security-qx33-1080p-panoramic-ptz-360-65371","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC1567AU.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC1567_B1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC1567_B2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC1567_B3.jpg","9912.00 INR","","in stock","Luxtronics","new","Security","Cameras & Optics > Cameras","","NC1567","65371","","","adult","unisex","","",""
"65397","ESCAM QF480 EU Version HD 1080P IP66 Waterproof 4G Solar Panel PT IP","1. The product quickly sleeps and wakes up quickly to achieve intelligent power saving 2. 2 million pixel high-definition image, intelligent dual-light...","https://luxtronics.in/product/security-escam-qf480-eu-version-hd-65397","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC1683W.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC1683W_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC1683W_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC1683W_3.jpg","43047.00 INR","","in stock","Luxtronics","new","Security","Electronics > Consumer Electronics","","NC1683","65397","","","adult","unisex","","",""
"65408","A4B2 4Ch Bullet IP Camera NVR Kit, Support Night Vision / Motion","Features 1. Support 4CH 720P 1 HDD NVR. 2. 4 x 1.0MP IP Camera(36 x IR LED, IR distance 20m). 3. High performance H.264 compression technology, processing...","https://luxtronics.in/product/security-a4b2-4ch-bullet-ip-camera-65408","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC0077A.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC0077A_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC0077A_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC0077A_3.jpg","27122.00 INR","","in stock","Luxtronics","new","Security","Cameras & Optics > Cameras","","NC0077","65408","","","adult","unisex","","",""
"65433","Q20 Outdoor Mobile Phone Remotely Rotate Wireless WiFi HD Camera","1. There are three modes of ordinary night vision / full color night vision / smart night vision, with one key switch. 2. Motion detection video and...","https://luxtronics.in/product/security-q20-outdoor-mobile-phone-remotely-65433","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC2661B.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC2661B_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC2661B_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC2661B_3.jpg","6447.00 INR","","in stock","Luxtronics","new","Security","Electronics > Communications > Telephony > Mobile Phones","","NC2661","65433","","","adult","unisex","","",""
"65440","ES-301 Electric Sound Horn Loud Speaker Car Truck Warehouse Alarm Siren","Working current: 600mA, 1100mA Working voltage: 12V, 24V Specification: 3.5 inch Scope of application: car, security Volume: ≥120dB Specification: Package...","https://luxtronics.in/product/security-es-301-electric-sound-horn-65440","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0497059.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0497059_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0497059_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0497059_3.jpg","861.00 INR","","in stock","Luxtronics","new","Security","Electronics > Audio","","TBD0497059","65440","","","adult","unisex","","","0.434"
"65036","T20 1080P Full HD 4G (EU Version) Solar Powered Camera, Support PIR","1. Using high-performance ISP and 1/2.7-inch black light image sensor 2. 1920x1080P HD video 3. Built-in large capacity battery 4. Ultra-low power... Explore","https://luxtronics.in/product/security-t20-1080p-full-hd-4g-65036","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/BM1011.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/BM1011_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/BM1011_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/BM1011_3.jpg","22369.00 INR","","in stock","Luxtronics","new","Security","Cameras & Optics > Cameras","","BM1011","65036","","","adult","unisex","","","0.879"
"65073","W18 1080P HD WiFi Smart Mini Security Camera, Support 155 Degrees Wide","1. Comes with WiFi hotspot, AP mode mobile phone directly connected, you can use no network monitoring without any network, indoor wireless distance 10...","https://luxtronics.in/product/security-w18-1080p-hd-wifi-smart-65073","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC2511.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC2511_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC2511_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/NC2511_3.jpg","6468.00 INR","","in stock","Luxtronics","new","Security","Cameras & Optics > Cameras","","NC2511","65073","","","adult","unisex","","","0.109"
"65096","CC308 Full Range Camera Laser Detector Mini Wireless Camera Signal GSM","Specification 1.Type: Laser Camera Detector Finder 2.Detecting Frequency Range: 1MHz C 6500MHz 3.Laser Detecting Range of Wired Cameras (Self-shoot): 0.1m...","https://luxtronics.in/product/security-cc308-full-range-camera-laser-65096","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA0010997.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA0010997_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA0010997_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/SYA0010997_3.jpg","1600.00 INR","","in stock","Luxtronics","new","Security","Cameras & Optics > Cameras","","SYA0010997","65096","","","adult","unisex","","","0.108"
"65110","T8 1080P Full HD Solar Battery Ultra Low Power Sound Light Alarm","1. Resolution: 1920x1080P 2. APP operating system: iOS/Android 3. Aperture: 2.8mm 4. Waterproof rating: IP66 5. Effective distance of night vision: 10...","https://luxtronics.in/product/security-t8-1080p-full-hd-solar-65110","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/BM0091.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/BM0091_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/BM0091_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/BM0091_3.jpg","29932.00 INR","","in stock","Luxtronics","new","Security","Electronics > Consumer Electronics","","BM0091","65110","","","adult","unisex","","","2.18"
"65120","DP36 1080P Smoke Alarm Bulb WiFi Camera, Support IR Night Vision /","Parameters 1. Main chip: Ankai AK3918EV200 2. Sensor: GC1054 3. Pixel: 1080P 4. Lens: 3.6mm 5. Video encoding: H264 6. Network frequency range: 2.4GHZ -...","https://luxtronics.in/product/security-dp36-1080p-smoke-alarm-bulb-65120","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA0042774.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA0042774_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA0042774_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA0042774_3.jpg","4669.00 INR","","in stock","Luxtronics","new","Security","Cameras & Optics > Cameras","","EDA0042774","65120","","","adult","unisex","","","0.375"
"65128","CPR Resuscitator Rescue Emergency First Aid Breathing Mask Mouth Breath","1.Unique design, high quality, high efficiency. 2. CPR pocket mask with O2O inlet.It can make patient breath fluently. 3. Avoid direct contact between...","https://luxtronics.in/product/security-cpr-resuscitator-rescue-emergency-first-65128","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0520592.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0520592_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0520592_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/TBD0520592_3.jpg","812.00 INR","","in stock","Luxtronics","new","Security","Electronics > Consumer Electronics","","TBD0520592","65128","","","adult","unisex","","","0.128"
"65151","ESCAM 2.0MP 1080P Light Bulb WiFi Camera, Support IR Night Vision /","Parameters 1. Sensor: RGB 1080P 1/4 inch CMOS 2. Lens: 3.6mm standard lens 3. Resolution: 1080P (1920x1280), 720P (1280x720) optical 4. Gimbal angle:...","https://luxtronics.in/product/security-escam-0mp-1080p-light-bulb-65151","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA0042625.jpg","https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA0042625_1.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA0042625_2.jpg,https://luxtronics.luxtronics.in/wp-content/uploads/2026/05/EDA0042625_3.jpg","3119.00 INR","","in stock","Luxtronics","new","Security","Cameras & Optics > Cameras","","EDA0042625","65151","","","adult","unisex","","","0.301"
